fat_g,fiber_g,calories,food_id,potassium_mg,sodium_mg,source,name,carbs_g,cholesterol_mg,sugar_g,protein_g,category,cuisine,sat_fat_g,low_gi,low_sodium,diabetic_friendly,heart_healthy,vegetarian,vegan,meal_type
13.33,0.0,167.0,603,0.0,467.0,USDA,"SEA SALT REDUCED SODIUM PITTED CALIFORNIA RIPE LARGE OLIVES, SEA SALT",6.67,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,18.0,604,0.0,1107.0,USDA,"KOSHER PETITE DILLS PICKLES, KOSHER PETITE DILLS",3.57,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,18.0,605,0.0,929.0,USDA,"KOSHER BABY DILLS, KOSHER BABY",3.57,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,18.0,606,0.0,929.0,USDA,KOSHER DILL SPEARS,3.57,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
10.0,3.0,290.0,607,0.0,540.0,USDA,"TORTELLONI CHEESE """"DELICATO"""", MILD AND CREAMY, MILD AND CREAMY",39.0,65.0,1.0,10.0,Other,American,4.0,0,0,0,0,1,0,lunch
10.38,2.8,264.0,608,0.0,425.0,USDA,CHEESE FORTE RAVIOLI,32.08,71.0,1.89,10.38,Other,American,5.66,0,0,0,0,1,0,lunch
9.17,2.8,266.0,609,0.0,440.0,USDA,SPINACI E RICOTTA RAVIOLI PASTA,34.86,64.0,2.75,11.01,Other,American,3.67,0,0,0,0,1,1,dinner
5.19,2.2,126.0,610,0.0,600.0,USDA,"MUSTARD POTATO SALAD, MUSTARD POTATO",17.78,4.0,2.96,2.22,Other,American,0.74,0,0,0,0,1,1,lunch
8.18,1.8,145.0,611,0.0,218.0,USDA,COLE SLAW,17.27,5.0,15.45,0.91,Other,American,1.36,0,0,0,0,1,1,lunch
15.0,1.4,200.0,612,0.0,400.0,USDA,"LOADED POTATO SALAD, LOADED POTATO",13.57,29.0,1.43,3.57,Other,American,5.0,0,0,0,0,1,1,lunch
10.0,1.4,164.0,613,0.0,471.0,USDA,"DEVILED EGG POTATO SALAD, DEVILED EGG POTATO",15.71,107.0,5.0,4.29,Other,American,2.14,0,0,0,0,1,0,breakfast
46.67,6.7,600.0,614,1113.0,0.0,USDA,ORGANIC HEMP SEEDS,6.67,0.0,0.0,26.67,Other,American,3.33,1,1,1,0,1,1,lunch
5.36,0.0,125.0,615,0.0,768.0,USDA,"ROTISSERIE SEASONED CHICKEN BREAST WITH RIB MEAT, ROTISSERIE SEASONED",1.79,62.0,0.0,16.07,Other,American,0.89,0,0,0,0,0,0,lunch
41.18,11.8,588.0,616,0.0,559.0,USDA,ADOBO,47.06,0.0,11.76,11.76,Other,American,5.88,0,0,0,0,1,1,lunch
32.14,0.0,357.0,617,0.0,1714.0,USDA,HARD SALAMI,7.14,89.0,0.0,21.43,Other,American,10.71,0,0,0,0,1,1,lunch
3.64,0.9,136.0,618,0.0,136.0,USDA,"PISTACHIO DELIGHT, PISTACHIO",26.36,0.0,22.73,0.91,Other,American,3.18,0,1,0,0,1,1,lunch
43.75,3.1,562.0,619,0.0,0.0,USDA,RAW CASHEW NUT BUTTER,31.25,0.0,6.25,18.75,Other,American,7.81,0,1,0,0,1,0,snack
36.67,0.0,400.0,620,0.0,567.0,USDA,FRENCH DRESSING,20.0,0.0,13.33,0.0,Other,American,5.0,0,0,0,0,1,1,lunch
1.79,3.6,375.0,621,214.0,0.0,USDA,"ENRICHED MACARONI PRODUCT, CUT FUSILLI",78.57,0.0,3.57,12.5,Other,American,0.0,1,1,0,1,1,1,lunch
1.79,3.6,375.0,622,196.0,0.0,USDA,"ENRICHED MACARONI PRODUCT, RADIATORS",73.21,0.0,1.79,14.29,Other,American,0.0,1,1,0,1,1,1,lunch
32.0,8.0,520.0,623,200.0,920.0,USDA,"SEA SALT MICROWAVE PREMIUM POPCORN, SEA SALT",48.0,0.0,0.0,8.0,Other,American,16.0,1,0,0,0,1,1,lunch
38.1,4.8,571.0,624,0.0,238.0,USDA,"PEANUT BUTTER MILK CHOCOLATE FILLED WITH PEANUT BUTTER ORGANIC BAR, PEANUT BUTTER",47.62,12.0,40.48,11.9,Other,American,14.29,0,0,0,0,1,0,snack
21.43,2.4,500.0,625,0.0,250.0,USDA,"CARAMEL & PEANUT MILK CHOCOLATE FILLED WITH NOUGAT, CARAMEL & PEANUTS ORGANIC BAR, CARAMEL & PEANUT",69.05,12.0,57.14,4.76,Other,American,10.71,0,0,0,0,1,0,snack
30.95,7.1,500.0,626,0.0,119.0,USDA,"COCONUT DARK CHOCOLATE FILLED WITH COCONUT ORGANIC BAR, COCONUT",54.76,0.0,33.33,4.76,Other,American,21.43,0,1,0,0,1,1,snack
0.0,0.0,312.0,627,0.0,172.0,USDA,"BAR, BLUEBERRY LICORICE, BLUEBERRY LICORICE",75.0,0.0,53.12,3.12,Other,American,0.0,0,0,0,0,1,1,dinner
0.0,5.0,350.0,628,650.0,25.0,USDA,"STRAWBERRY ORGANIC TWISTED FRUIT SNACK, STRAWBERRY",80.0,0.0,70.0,0.0,Other,American,0.0,0,1,0,1,1,1,snack
1.33,0.7,133.0,629,0.0,220.0,USDA,DINE IN LONG GRAIN RICE,28.67,0.0,0.0,2.67,Other,American,0.67,0,0,0,0,1,1,dinner
3.53,0.0,106.0,630,0.0,29.0,USDA,"NANCY'S, ORGANIC PROBIOTIC GREEK WHOLE MILK YOGURT, HONEY, HONEY",7.06,15.0,7.06,11.76,Other,American,1.76,0,1,0,0,1,0,snack
4.67,0.0,87.0,631,140.0,47.0,USDA,"PLAIN WHOLE MILK YOGURT, PLAIN",7.33,17.0,4.67,3.33,Other,American,2.0,0,1,0,0,1,0,snack
3.33,0.7,107.0,632,93.0,43.0,USDA,"RASPBERRY CREAM TOP WHOLE MILK YOGURT, RASPBERRY",16.67,13.0,14.0,2.67,Other,American,1.67,0,1,0,0,1,0,snack
3.33,0.0,107.0,633,140.0,40.0,USDA,"PEACH ON THE BOTTOM WHOLE MILK YOGURT, PEACH",16.67,13.0,14.0,2.67,Other,American,1.67,0,1,0,0,1,0,snack
4.0,0.7,120.0,634,140.0,40.0,USDA,"CHOCOLATE ON THE BOTTOM WHOLE MILK YOGURT, CHOCOLATE",18.67,13.0,16.0,2.67,Other,American,1.67,0,1,0,0,1,0,snack
0.0,0.0,314.0,635,0.0,78.0,USDA,"FRUIT PUNCH SNACKS, FRUIT PUNCH",74.51,0.0,43.14,3.92,Other,American,0.0,0,1,0,0,1,1,snack
21.43,0.0,250.0,636,0.0,929.0,USDA,"AGED CHEDDAR GOURMET SPREADABLE CHEESE, AGED CHEDDAR",3.57,71.0,0.0,10.71,Other,American,14.29,0,0,0,0,1,0,lunch
17.86,0.0,250.0,637,0.0,304.0,USDA,"FRESH MOZZARELLA SLICED CHEESE, MOZZARELLA",3.57,54.0,0.0,17.86,Other,American,12.5,0,0,0,0,1,0,lunch
0.0,0.0,111.0,638,0.0,944.0,USDA,"ORIGINAL BLACK & TAN BARBECUE SAUCE, HONEY",30.56,0.0,25.0,0.0,Other,American,0.0,0,0,0,0,1,0,snack
0.0,1.4,194.0,639,0.0,722.0,USDA,"ORIGINAL BARBECUE SAUCE, ORIGINAL",47.22,0.0,41.67,0.0,Other,American,0.0,0,0,0,0,1,1,snack
0.0,1.4,194.0,640,0.0,722.0,USDA,"SWEET APPLE BARBECUE SAUCE, SWEET APPLE",47.22,0.0,41.67,0.0,Other,American,0.0,0,0,0,0,1,1,snack
21.43,7.1,464.0,641,0.0,286.0,USDA,"BLUE CORN TORTILLA STRIPS, BLUE CORN",60.71,0.0,0.0,7.14,Other,American,1.79,1,0,0,1,1,1,lunch
0.0,0.0,325.0,642,0.0,175.0,USDA,"FRUIT GUMMIES, FRUIT, FRUIT",80.0,0.0,42.5,0.0,Other,American,0.0,0,0,0,0,1,1,snack
0.0,0.0,304.0,643,0.0,174.0,USDA,"ORGANIC FRUIT GUMMY SNACKS, STRAWBERRY, PEACH, TANGERINE, LEMON, TROPICAL & MIXED BERRY, STRAWBERRY, PEACH, TANGERINE, LEMON, TROPICAL & MIXED BERRY",78.26,0.0,43.48,0.0,Other,American,0.0,0,0,0,0,1,1,snack
34.29,20.0,571.0,644,400.0,0.0,USDA,"CACAO CRUNCH ORGANIC 80% DARK CHOCOLATE, CACAO CRUNCH",48.57,0.0,17.14,11.43,Other,American,22.86,0,1,0,0,1,1,lunch
39.29,10.7,571.0,645,714.0,0.0,USDA,"72% COCOA CRANBERRIES ALMONDS + DARK CHOCOLATE, CRANBERRIES ALMONDS",50.0,0.0,28.57,7.14,Other,American,21.43,0,1,0,0,1,1,lunch
8.57,10.0,300.0,646,0.0,629.0,USDA,"MULTI-GRAIN WRAPS, MULTI-GRAIN",47.14,0.0,4.29,8.57,Other,American,3.57,1,0,0,0,1,1,lunch
17.86,3.6,500.0,647,0.0,214.0,USDA,"COCONUT GLUTEN FREE COOKIES, COCONUT",78.57,54.0,28.57,3.57,Other,American,10.71,0,0,0,0,1,1,snack
25.0,3.6,500.0,648,0.0,429.0,USDA,"SESAME SEAWEED RICE CHIPS, SESAME SEAWEED",64.29,0.0,3.57,7.14,Other,American,1.79,1,0,0,0,1,1,dinner
8.33,3.3,433.0,649,0.0,67.0,USDA,FORTUNE COOKIES SNACKS,83.33,0.0,50.0,6.67,Other,American,0.0,0,1,0,1,1,1,snack
0.0,0.0,400.0,650,0.0,800.0,USDA,ROASTED SEAWEED,40.0,0.0,0.0,40.0,Other,American,0.0,0,0,0,0,1,1,dinner
0.0,0.0,286.0,651,0.0,7571.0,USDA,"CHOP SUEY SEASONING MIX, CHOP SUEY",71.43,0.0,14.29,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
9.38,0.0,156.0,652,0.0,312.0,USDA,"RASPBERRY VINAIGRETTE, RASPBERRY",18.75,0.0,18.75,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
9.38,0.0,94.0,653,0.0,875.0,USDA,"SEA SALT CALIFORNIA RIPE SLICED OLIVES, SEA SALT",0.0,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
10.71,0.0,107.0,654,0.0,750.0,USDA,"SEA SALT PITTED CALIFORNIA RIPE EXTRA LARGE OLIVES, SEA SALT",0.0,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
40.0,30.0,425.0,655,0.0,0.0,USDA,"DARK CHOCOLATE, COCONUT",52.5,12.0,2.5,5.0,Other,American,25.0,1,1,0,0,1,1,snack
40.0,27.5,425.0,656,0.0,0.0,USDA,ALMOND DARK CHOCOLATE,50.0,12.0,2.5,7.5,Other,American,20.0,1,1,0,0,1,1,lunch
35.0,30.0,400.0,657,0.0,38.0,USDA,CREAMY CHOCOLATE,55.0,12.0,2.5,5.0,Other,American,22.5,1,1,0,0,1,0,lunch
0.0,0.0,286.0,658,0.0,0.0,USDA,"BUCKWHEAT BLOSSOM PURE & UNFILTERED SIMPLY RAW HONEY, BUCKWHEAT BLOSSOM",80.95,0.0,80.95,0.0,Other,American,0.0,0,1,0,0,1,0,lunch
0.0,0.0,286.0,659,0.0,0.0,USDA,"PACIFIC NORTHWEST BLACKBERRY BLOSSOM PURE & UNFILTERED RAW HONEY, PACIFIC NORTHWEST BLACKBERRY",80.95,0.0,80.95,0.0,Other,American,0.0,0,1,0,0,1,0,lunch
43.75,6.2,562.0,660,0.0,203.0,USDA,"VANILLA ALMOND BUTTER, VANILLA",34.38,0.0,18.75,15.62,Other,American,9.38,0,0,0,0,1,0,lunch
65.62,15.6,656.0,661,0.0,31.0,USDA,"RAW COCONUT BUTTER, WHOLE COCONUT PUREE, COCONUT, COCONUT",25.0,0.0,6.25,6.25,Other,American,56.25,0,1,0,0,1,0,snack
53.33,16.7,667.0,662,0.0,17.0,USDA,90% COCOA DARK CHOCOLATE,30.0,0.0,6.67,13.33,Other,American,33.33,0,1,0,0,1,1,lunch
16.28,2.3,349.0,663,0.0,23.0,USDA,"DELICIOUS CHERRIES COVERED WITH REAL DARK CHOCOLATE, DARK CHOCOLATE",67.44,0.0,48.84,2.33,Other,American,9.3,0,1,0,0,1,1,lunch
38.1,4.8,548.0,664,0.0,48.0,USDA,"MILK CHOCOLATE COVERED ALMONDS, MILK CHOCOLATE",47.62,12.0,40.48,11.9,Other,American,14.29,0,1,0,0,1,0,breakfast
0.0,0.0,375.0,665,0.0,0.0,USDA,RAW CANE SUGAR,100.0,0.0,100.0,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
3.33,0.0,333.0,666,0.0,100.0,USDA,"STRAWBERRY FLAVORED SOFT AUSTRALIAN LIQUORICE, STRAWBERRY",76.67,0.0,36.67,3.33,Other,American,0.0,0,1,0,0,1,1,dinner
3.33,0.0,333.0,667,0.0,97.0,USDA,"MANGO FLAVORED SOFT AUSTRALIAN LIQUORICE, MANGO",76.67,0.0,36.67,3.33,Other,American,0.0,0,1,0,0,1,1,dinner
0.0,0.0,350.0,668,0.0,12.0,USDA,GUMMIES,82.5,0.0,47.5,5.0,Other,American,0.0,0,1,0,0,1,1,lunch
1.67,6.7,333.0,669,0.0,0.0,USDA,100% ORGANIC EINKORN ALL-PURPOSE FLOUR,66.67,0.0,0.0,13.33,Other,American,0.0,1,1,0,1,1,1,lunch
43.86,3.5,684.0,670,0.0,211.0,USDA,MARBLE HALVAH SESAME TREAT,31.58,0.0,17.54,10.53,Other,American,7.02,0,0,0,0,1,1,lunch
2.0,2.9,133.0,671,0.0,243.0,USDA,DAL PALAK WITH ZEERA RICE,24.29,0.0,0.29,4.57,Other,American,0.29,0,0,0,1,1,1,dinner
4.57,1.7,161.0,672,0.0,606.0,USDA,MUGHLAI KOFTA CURRY WITH PEAS PULAO,26.57,2.0,5.43,3.43,Other,American,1.71,0,0,0,0,1,1,dinner
6.0,1.0,138.0,673,0.0,520.0,USDA,"SPLENDID PEAS POTATO, MILD, MILD",19.0,15.0,0.0,2.0,Other,American,3.0,0,0,0,0,1,1,lunch
7.0,2.0,155.0,674,0.0,580.0,USDA,"SEASONED MUSHROOMS CURRY, MILD, MILD",20.0,10.0,1.0,3.0,Other,American,2.0,0,0,0,0,1,1,dinner
0.8,4.8,145.0,675,0.0,384.0,USDA,CHINESE FRIED RICE,32.0,0.0,0.8,2.4,Other,American,0.24,1,0,0,0,1,1,dinner
0.0,2.9,371.0,676,117.0,0.0,USDA,INSTANT POLENTA CORNMEAL,80.0,0.0,0.0,5.71,Other,American,0.0,0,1,0,1,1,1,lunch
1.79,5.4,357.0,677,211.0,0.0,USDA,"ENRICHED MACARONI PRODUCT, ELBOWS",75.0,0.0,1.79,12.5,Other,American,0.0,1,1,0,1,1,1,lunch
25.0,7.1,500.0,678,250.0,536.0,USDA,"RED HOT BLUES CORN TORTILLA CHIPS, RED HOT BLUES",60.71,0.0,0.0,7.14,Other,American,1.79,1,0,0,0,1,1,snack
25.0,7.1,500.0,679,286.0,232.0,USDA,"BLUE CORN TORTILLA CHIPS, BLUE",60.71,0.0,0.0,7.14,Other,American,3.57,1,0,0,0,1,1,snack
75.0,7.1,714.0,680,0.0,643.0,USDA,WASABI SOY MACADAMIAS,14.29,0.0,3.57,7.14,Other,American,10.71,1,0,1,0,1,1,lunch
45.45,12.1,606.0,681,0.0,242.0,USDA,"SPICY PUMPKIN, SPICY",18.18,0.0,0.0,30.3,Other,American,9.09,1,0,1,0,1,1,lunch
0.0,2.5,25.0,682,100.0,142.0,USDA,DICED RUTABAGAS,5.0,0.0,2.5,0.0,Other,American,0.0,0,0,0,1,1,1,lunch
0.0,0.9,17.0,683,0.0,339.0,USDA,SLICED MUSHROOMS,2.61,0.0,0.87,1.74,Other,American,0.0,0,0,0,0,1,1,lunch
1.25,7.5,350.0,684,0.0,525.0,USDA,"GOJI BERRIES SUPERFOOD SNACK, GOJI BERRIES",75.0,0.0,47.5,12.5,Other,American,0.0,0,0,0,0,1,1,snack
0.0,0.0,333.0,685,0.0,0.0,USDA,"BUBBLE GUM, ORIGINAL & BLUE RAZZ",83.33,0.0,66.67,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
5.36,8.3,167.0,686,333.0,12.0,USDA,"ORIGINAL ORGANIC TEMPEH, ORIGINAL",11.9,0.0,0.0,19.05,Other,American,1.19,1,1,1,1,1,1,lunch
5.36,7.1,143.0,687,0.0,286.0,USDA,ORGANIC CURRY LENTIL DIP,14.29,0.0,0.0,7.14,Other,American,0.0,1,0,1,1,1,1,dinner
0.0,1.1,101.0,688,0.0,11.0,USDA,"STRAWBERRY PIE FILLING & TOPPING, STRAWBERRY",26.97,0.0,21.35,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.42,2.5,76.0,689,0.0,8.0,USDA,"BLENDED SUPERFRUIT, BLUEBERRY & BLACKCURRANT",17.65,0.0,13.45,0.84,Other,American,0.0,0,1,0,1,1,1,snack
0.0,1.8,31.0,690,0.0,0.0,USDA,WHOLE WATER CHESTNUTS,7.93,0.0,1.32,0.88,Other,American,0.0,0,1,0,0,1,1,snack
0.0,1.4,14.0,691,0.0,0.0,USDA,SLICED BAMBOO SHOOTS,2.86,0.0,0.71,0.71,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,2.9,371.0,692,0.0,400.0,USDA,"MAPLE BROWN SUGAR INSTANT HOT CEREAL, MAPLE BROWN SUGAR",80.0,0.0,37.14,5.71,Other,American,0.0,0,0,0,0,1,1,breakfast
0.0,8.6,286.0,693,837.0,43.0,USDA,"1 APPLE + 3 APRICOTS FRUIT BAR, APPLE + APRICOTS",77.14,0.0,65.71,2.86,Other,American,0.0,0,1,0,1,1,1,snack
0.0,8.6,286.0,694,489.0,43.0,USDA,"1 APPLE + 1 PEAR FRUIT BAR, APPLE + PEAR",77.14,0.0,68.57,2.86,Other,American,0.0,0,1,0,1,1,1,snack
5.91,0.9,132.0,695,121.0,436.0,USDA,"BAKED MACARONI & CHEESE WITH REAL CHEDDAR CHEESE & ELBOW MACARONI, BAKED MACARONI & CHEESE",13.18,18.0,0.91,6.82,Other,American,3.18,0,0,0,0,1,0,dinner
5.0,1.0,125.0,696,0.0,435.0,USDA,"SIGNATURE MACARONI & CHEESE WITH REAL MILK, CHEDDAR CHEESE, & ELBOW MACARONI, SIGNATURE MACARONI & CHEESE",13.0,18.0,2.0,6.0,Other,American,3.0,0,0,0,0,1,0,breakfast
26.53,0.0,296.0,697,0.0,1184.0,USDA,"HOT LOUISIANA SMOKED SAUSAGE, HOT LOUISIANA",3.06,66.0,0.0,13.27,Other,American,9.18,0,0,0,0,0,0,lunch
1.15,6.2,100.0,698,277.0,108.0,USDA,"LOW SODIUM CHILI BEANS PINTO WITH CHILI PEPPER, ONION & GARLIC IN A ZESTY TOMATO SAUCE, CHILI PEPPER, ONION & GARLIC",16.15,0.0,1.54,5.38,Other,American,0.0,1,1,1,1,1,1,lunch
0.77,4.6,92.0,699,269.0,338.0,USDA,"WHITE CHILI BEANS WITH ONION, GARLIC, CHILI SPICES & MILD JALAPENO, ONION, GARLIC, CHILI SPICES & MILD JALAPENO",16.15,0.0,0.77,5.38,Other,American,0.0,1,0,1,0,1,1,lunch
0.0,1.8,364.0,700,0.0,145.0,USDA,RICE STICKS RICE NOODLES,90.91,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,dinner
0.91,3.6,364.0,701,182.0,45.0,USDA,"RAMEN STYLE CHINESE NOODLES, RAMEN STYLE",76.36,0.0,1.82,12.73,Other,American,0.91,1,1,0,1,1,1,dinner
0.22,0.0,340.0,702,0.0,860.0,USDA,SPRING ROLL SKIN,82.5,0.0,0.0,2.13,Other,American,0.13,0,0,0,0,1,1,lunch
1.9,1.0,219.0,703,0.0,314.0,USDA,"ASIAN MEALS, MALAYSIAN GARLIC SESAME NOODLE, RICE NOODLE SOUP BOWL",42.86,0.0,0.0,5.71,Other,American,0.95,0,0,0,0,1,1,dinner
0.0,0.0,333.0,704,0.0,7111.0,USDA,"CHOW MEIN SEASONING MIX, CHOW MEIN",66.67,0.0,22.22,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,375.0,705,0.0,0.0,USDA,PREMIUM PURE CANE GRANULATED SUGAR,100.0,0.0,100.0,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.0,211.0,706,0.0,26.0,USDA,"FINE DESSERT FILLING, CHERRY, CHERRY",50.0,0.0,34.21,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.0,189.0,707,0.0,14.0,USDA,"FINE DESSERT FILLING, PINEAPPLE, PINEAPPLE",48.65,0.0,35.14,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.0,194.0,708,0.0,28.0,USDA,"FINE DESSERT FILLING, RASPBERRY, RASPBERRY",50.0,0.0,33.33,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
9.72,2.8,306.0,709,0.0,56.0,USDA,"FINE DESSERT FILLING, POPPYSEED, POPPYSEED",55.56,0.0,41.67,5.56,Other,American,0.0,0,1,0,1,1,1,lunch
0.0,2.4,28.0,710,110.0,189.0,USDA,SLICED MUSHROOMS,3.15,0.0,0.0,3.15,Other,American,0.0,0,0,0,1,1,1,lunch
0.0,0.8,21.0,711,190.0,12.0,USDA,NO SALT ADDED DICED TOMATOES,4.13,0.0,2.48,0.83,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.8,24.0,712,187.0,203.0,USDA,"ITALIAN STYLE STEWED TOMATOES, ITALIAN STYLE",5.69,0.0,4.88,0.81,Other,American,0.0,0,0,0,0,1,1,dinner
0.39,4.7,85.0,713,0.0,287.0,USDA,TENDER SWEET PEAS,14.73,0.0,3.88,4.65,Other,American,0.0,1,0,1,1,1,1,lunch
0.0,1.5,117.0,714,182.0,18.0,USDA,"SAUCED YAM CUTS SWEET POTATOES, ORANGE PINEAPPLE, ORANGE PINEAPPLE",27.74,0.0,17.52,1.46,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.0,250.0,715,0.0,10750.0,USDA,BEEF STROGANOFF SEASONING MIX,50.0,0.0,25.0,25.0,Other,American,0.0,0,0,0,0,0,0,lunch
18.75,3.1,453.0,716,0.0,1750.0,USDA,"HOT & SPICY WITH CHILI PIQUIN & SHRIMP RAMEN NOODLE SOUP, HOT & SPICY WITH CHILI PIQUIN & SHRIMP",60.94,16.0,3.12,10.94,Other,American,9.38,1,0,0,0,1,1,dinner
13.64,12.1,424.0,717,258.0,1182.0,USDA,LIGHT BUTTER FLAVOR MICROWAVE POPCORN,63.64,0.0,0.0,9.09,Other,American,6.06,1,0,0,0,1,0,lunch
6.94,1.4,389.0,718,0.0,1222.0,USDA,"MACARONI & CHEESE PASTA, MACARONI & CHEESE",69.44,0.0,4.17,11.11,Other,American,3.47,0,0,0,0,1,0,dinner
4.92,1.6,377.0,719,295.0,754.0,USDA,"ORIGINAL SPEEDY MAC MACARONI & CHEESE MICROWAVEABLE DINNER, ORIGINAL",68.85,8.0,8.2,11.48,Other,American,3.28,0,0,0,0,1,0,lunch
15.62,0.0,156.0,720,0.0,781.0,USDA,"BELL'S, SLICED RIPE OLIVES",6.25,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,18.0,721,0.0,1464.0,USDA,"HOT JALAPENO PEPPERS SLICED, HOT JALAPENO",0.0,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,18.0,722,0.0,571.0,USDA,ROASTED PEPPERS,3.57,0.0,3.57,0.0,Other,American,0.0,0,0,0,0,1,1,dinner
0.0,0.0,100.0,723,0.0,900.0,USDA,"HAMBURGER RELISH, SWEET TOMATO, SWEET TOMATO",26.67,0.0,26.67,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,36.0,724,0.0,1107.0,USDA,"HOT CHERRY WHOLE PEPPERS, HOT CHERRY",7.14,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,100.0,725,0.0,800.0,USDA,"SWEET INDIA RELISH, SWEET",26.67,0.0,20.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,18.0,726,0.0,929.0,USDA,"KOSHER DILL SANDWICH STUFFERS, KOSHER DILL",3.57,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.83,1.7,42.0,727,0.0,133.0,USDA,"THE ORIGINAL PIZZA SAUCE, ORIGINAL",6.67,0.0,3.33,1.67,Other,American,0.0,0,1,0,0,1,1,lunch
6.67,3.3,367.0,728,0.0,2133.0,USDA,GLUTEN FREE PRETZEL STICKS,70.0,0.0,3.33,3.33,Other,American,0.0,1,0,0,0,1,1,lunch
16.67,6.7,467.0,729,320.0,367.0,USDA,"ORIGINAL MULTI-SEED CRACKERS WITH SESAME, QUINOA, FLAX AND AMARANTH SEEDS WITH A RICH AND SAVORY TASTE, ORIGINAL",66.67,0.0,0.0,10.0,Other,American,1.67,1,0,0,0,1,1,snack
35.71,10.7,571.0,730,214.0,36.0,USDA,"SWEET POTATO REAL VEGETABLE CHIPS, SWEET POTATO",53.57,0.0,10.71,3.57,Other,American,3.57,0,1,0,0,1,1,snack
28.57,3.6,500.0,731,929.0,750.0,USDA,"SEA SALT VEGGIE STICKS, SEA SALT",64.29,0.0,0.0,3.57,Other,American,3.57,1,0,0,0,1,0,breakfast
40.0,0.0,450.0,732,0.0,2000.0,USDA,"SWEET APPLE-WOOD SMOKED THICK SLICED BACON, SWEET APPLE-WOOD",0.0,50.0,0.0,30.0,Other,American,15.0,0,0,0,0,0,0,lunch
10.71,0.0,179.0,733,0.0,696.0,USDA,TURKEY SAUSAGE,0.0,98.0,0.0,19.64,Other,American,2.68,0,0,0,0,0,0,lunch
0.0,4.5,364.0,734,318.0,591.0,USDA,"CHOCOLATE PUDDING & PIE FILLING, CHOCOLATE",90.91,0.0,59.09,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
4.29,8.6,371.0,735,314.0,486.0,USDA,"APPLE & CINNAMON FLAVORED INSTANT OATMEAL, APPLE & CINNAMON",77.14,0.0,34.29,8.57,Other,American,0.0,0,0,0,0,1,1,breakfast
0.0,0.9,22.0,736,0.0,108.0,USDA,DICED TOMATOES,4.31,0.0,2.59,0.86,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.8,29.0,737,0.0,125.0,USDA,"BASIL, GARLIC & OREGANO ITALIAN STYLE DICED TOMATOES, BASIL, GARLIC & OREGANO",5.83,0.0,4.17,0.83,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.9,22.0,738,0.0,108.0,USDA,PETITE DICED TOMATOES,4.31,0.0,2.59,0.86,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.9,22.0,739,0.0,121.0,USDA,"SPICY GREEN CHILIES & LIME SALSA STYLE PETITE DICED TOMATOES, SPICY GREEN CHILIES & LIME",4.31,0.0,2.59,0.86,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.9,22.0,740,0.0,108.0,USDA,"GREEN CHILIES PETITE DICED TOMATOES, GREEN CHILIES",4.31,0.0,2.59,0.86,Other,American,0.0,0,1,0,0,1,1,lunch
0.42,0.8,21.0,741,0.0,144.0,USDA,"GREEN PEPPERS & ONIONS DICED TOMATOES, GREEN PEPPERS & ONIONS",4.24,0.0,2.54,0.85,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,1.7,25.0,742,0.0,117.0,USDA,CRUSHED TOMATOES,5.83,0.0,4.17,1.67,Other,American,0.0,0,1,0,0,1,1,lunch
