fat_g,fiber_g,calories,food_id,potassium_mg,sodium_mg,source,name,carbs_g,cholesterol_mg,sugar_g,protein_g,category,cuisine,sat_fat_g,low_gi,low_sodium,diabetic_friendly,heart_healthy,vegetarian,vegan,meal_type
0.0,1.6,33.0,743,0.0,123.0,USDA,"ROASTED GARLIC & OLIVE OIL CRUSHED TOMATOES, ROASTED GARLIC & OLIVE OIL",6.56,0.0,3.28,0.82,Other,American,0.0,0,1,0,0,1,1,dinner
30.0,0.0,400.0,744,0.0,1400.0,USDA,"HOMESTYLE PARMESAN GRATED CHEESE, HOMESTYLE PARMESAN",0.0,100.0,0.0,40.0,Other,American,20.0,0,0,0,0,1,0,lunch
4.0,3.0,71.0,745,480.0,450.0,USDA,"CAPONATA EGGPLANT APPETIZER, CAPONATA",9.0,0.0,6.0,1.0,Other,American,1.0,0,0,0,0,1,0,breakfast
0.85,1.7,43.0,746,0.0,77.0,USDA,"ITALIAN STYLE SPAGHETTI SAUCE, ITALIAN STYLE",8.55,0.0,5.13,0.85,Other,American,0.0,0,1,0,0,1,1,lunch
16.67,0.0,200.0,747,0.0,567.0,USDA,"FRENCH ONION DIP, FRENCH ONION",6.67,0.0,6.67,3.33,Other,American,8.33,0,0,0,0,1,1,lunch
30.0,6.7,533.0,748,500.0,0.0,USDA,"BANANA PREMIUM CHIPS, BANANA",63.33,0.0,20.0,3.33,Other,American,26.67,0,1,0,0,1,1,snack
9.38,0.0,94.0,749,0.0,875.0,USDA,"SEA SALT CALIFORNIA RIPE SLICED OLIVES, SEA SALT",0.0,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,100.0,750,0.0,1300.0,USDA,"DUSSELDORF MUSTARD, DUSSELDORF",0.0,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,100.0,751,0.0,1200.0,USDA,"SPICY BROWN MUSTARD, SPICY BROWN",0.0,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,184.0,752,0.0,842.0,USDA,"SWEET & ZESTY BBQ SAUCE, SWEET & ZESTY",44.74,0.0,39.47,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.8,48.0,753,81.0,4.0,USDA,YELLOW CLING PEACHES CHUNKS IN EXTRA LIGHT SYRUP,12.9,0.0,10.48,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,1.6,78.0,754,47.0,4.0,USDA,PEAR CHUNKS BARTLETT PEAR IN HEAVY SYRUP,19.53,0.0,15.62,0.0,Other,American,0.0,0,1,0,0,1,1,snack
4.0,0.0,56.0,755,179.0,248.0,USDA,"TOMATO BASIL PASTA SAUCE, TOMATO BASIL",4.0,0.0,2.4,0.8,Other,American,0.8,0,0,0,0,1,1,dinner
7.2,1.6,80.0,756,173.0,256.0,USDA,"VODKA SAUCE, VODKA",4.0,12.0,2.4,1.6,Other,American,2.8,0,0,0,0,1,1,lunch
25.0,1.6,375.0,757,0.0,719.0,USDA,"SAUSAGE & CHEESE FLATBREAD POCKET SNACK SANDWICHES, SAUSAGE & CHEESE",25.0,39.0,1.56,12.5,Other,American,9.38,0,0,0,0,0,0,snack
0.0,1.7,25.0,758,203.0,356.0,USDA,SEASONED SOUTHERN STYLE TURNIP GREENS,4.24,0.0,1.69,0.85,Other,American,0.0,0,0,0,0,1,1,lunch
16.25,2.5,412.0,759,338.0,450.0,USDA,"CHOCOLATE CREME-FILLED CUPCAKES, CHOCOLATE",65.0,44.0,47.5,3.75,Other,American,6.25,0,0,0,0,1,1,lunch
28.57,0.0,500.0,760,0.0,929.0,USDA,"CROUTONS, CHEDDAR BACON, CHEDDAR BACON",57.14,0.0,0.0,14.29,Other,American,0.0,0,0,0,0,0,0,lunch
0.0,0.0,167.0,761,0.0,0.0,USDA,"TRADITIONAL ORGANIC YERBA MATE, TRADITIONAL",33.33,0.0,0.0,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.0,100.0,762,0.0,500.0,USDA,"ROASTED CHIPOTLE MEDIUM HOT & SPICY MUSTARD, CHIPOTLE, CHIPOTLE",20.0,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,dinner
0.0,0.0,375.0,763,0.0,0.0,USDA,UNREFINED ORGANIC COCONUT SUGAR,100.0,0.0,100.0,0.0,Other,American,0.0,0,1,0,0,1,1,snack
1.43,2.1,114.0,764,0.0,179.0,USDA,DINE IN BASMATI RICE,24.29,0.0,0.0,2.86,Other,American,0.14,0,0,0,1,1,1,dinner
0.0,0.0,100.0,765,0.0,800.0,USDA,"HOT & SPICY MANGO MUSTARD, MEDIUM, MEDIUM",20.0,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,106.0,766,0.0,818.0,USDA,"BBQ, ROASTED GARLIC",24.24,0.0,18.18,0.0,Other,American,0.0,0,0,0,0,1,1,dinner
0.76,6.1,122.0,767,0.0,290.0,USDA,"VEGETARIAN BAKED BEANS WITH MOLASSES & SPICES, VEGETARIAN",23.66,0.0,9.16,5.34,Other,American,0.0,0,0,0,1,1,1,dinner
1.79,5.4,357.0,768,211.0,0.0,USDA,"ENRICHED MACARONI PRODUCT, MINI WHEELS",75.0,0.0,1.79,12.5,Other,American,0.0,1,1,0,1,1,1,lunch
0.0,3.3,17.0,769,0.0,600.0,USDA,SAUERKRAUT,3.33,0.0,3.33,0.0,Other,American,0.0,1,0,1,0,1,1,lunch
11.67,3.3,133.0,770,0.0,600.0,USDA,SPINACH DIP MADE WITH GREEK YOGURT,6.67,33.0,3.33,3.33,Other,American,8.33,1,0,1,0,1,0,snack
28.57,7.1,536.0,771,239.0,714.0,USDA,"TACO TORTILLA CHIPS, TACO",60.71,0.0,3.57,7.14,Other,American,3.57,1,0,0,0,1,1,snack
25.0,7.1,536.0,772,293.0,607.0,USDA,"NACHO CHEESE FLAVORED TORTILLA CHIPS, NACHO CHEESE",64.29,0.0,3.57,7.14,Other,American,1.79,1,0,0,0,1,0,snack
0.0,0.0,36.0,773,0.0,643.0,USDA,MEXICAN STYLE TACO SAUCE & CHIP DIP,7.14,0.0,3.57,0.0,Other,American,0.0,0,0,0,0,1,1,snack
0.0,0.0,32.0,774,0.0,177.0,USDA,"GREEN CHILE TACO SALSA, MILD, MILD",6.45,0.0,3.23,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,32.0,775,0.0,613.0,USDA,"SONORAN SALSA, MILD, MILD",6.45,0.0,6.45,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
8.0,10.0,400.0,776,400.0,80.0,USDA,"BLUEBERRY SCONE INSTANT OATMEAL WITH ANCIENT GRAINS QUINOA & AMARANTH, BLUEBERRY SCONE",72.0,0.0,22.0,14.0,Other,American,1.0,0,1,0,1,1,1,breakfast
12.07,10.3,414.0,777,493.0,0.0,USDA,"EUROPEAN STYLE MUESLI GLUTEN FREE HOT OR COLD CEREAL, EUROPEAN STYLE MUESLI",65.52,0.0,13.79,10.34,Other,American,3.45,0,1,0,0,1,1,breakfast
2.73,18.2,345.0,778,345.0,255.0,USDA,"CRANBERRY CEREAL, CRANBERRY",76.36,0.0,20.0,9.09,Other,American,0.0,0,0,0,1,1,1,breakfast
93.33,0.0,867.0,779,0.0,0.0,USDA,ROASTED BLACK WALNUT OIL,0.0,0.0,0.0,0.0,Other,American,6.67,0,1,0,0,1,1,dinner
1.79,3.6,375.0,780,196.0,0.0,USDA,"ENRICHED MACARONI PRODUCT, CAVATAPPI",73.21,0.0,1.79,14.29,Other,American,0.0,1,1,0,1,1,1,lunch
1.79,3.6,375.0,781,0.0,0.0,USDA,"ENRICHED MACARONI PRODUCT, WAGON WHEELS",78.57,0.0,3.57,12.5,Other,American,0.0,1,1,0,1,1,1,lunch
2.0,1.6,64.0,782,336.0,384.0,USDA,"MARINARA SAUCE, MARINARA",8.8,0.0,5.6,1.6,Other,American,0.0,0,0,0,0,1,1,lunch
14.29,2.1,429.0,783,0.0,357.0,USDA,FLATBREAD,78.57,21.0,1.43,2.14,Other,American,2.86,0,0,0,0,1,1,lunch
3.54,0.9,62.0,784,0.0,106.0,USDA,"LOW SODIUM TOMATO BASIL PREMIUM SAUCE, LOW SODIUM TOMATO BASIL",5.31,0.0,3.54,1.77,Other,American,0.0,0,1,0,0,1,1,lunch
3.54,0.9,62.0,785,0.0,106.0,USDA,"MARINARA 100% ITALIAN TOMATOES PREMIUM SAUCE, MARINARA",5.31,0.0,3.54,1.77,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.8,24.0,786,0.0,16.0,USDA,SLICED STEWED TOMATOES,5.69,0.0,4.88,0.81,Other,American,0.0,0,1,0,0,1,1,dinner
0.0,0.0,400.0,787,0.0,0.0,USDA,"GREEN TEA WITH HONEY ICED TEA MIX, GREEN TEA WITH HONEY",100.0,0.0,92.0,0.0,Other,American,0.0,0,1,0,0,1,0,lunch
8.65,1.0,375.0,788,285.0,240.0,USDA,"FROSTED STRAWBERRY TOASTER PASTRIES, FROSTED STRAWBERRY",71.15,0.0,38.46,2.88,Other,American,4.33,0,0,0,0,1,1,breakfast
10.0,6.7,433.0,789,287.0,450.0,USDA,"CHIA SEEDS ARTISAN CRACKER SNACKS, CHIA SEEDS",76.67,0.0,0.0,10.0,Other,American,0.0,1,0,0,0,1,1,snack
0.0,1.6,33.0,790,0.0,25.0,USDA,CRUSHED TOMATOES,6.56,0.0,4.92,1.64,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,1.6,33.0,791,303.0,230.0,USDA,"CHUNKY STYLE GROUND PEELED TOMATOES, CHUNKY STYLE",6.56,0.0,4.92,1.64,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,1.6,33.0,792,305.0,25.0,USDA,GROUND PEELED TOMATOES,6.56,0.0,4.92,1.64,Other,American,0.0,0,1,0,0,1,1,lunch
5.36,3.6,393.0,793,0.0,1821.0,USDA,"SHOPRITE, STUFFING MIX, CHICKEN, CHICKEN",75.0,0.0,7.14,10.71,Other,American,0.0,0,0,0,0,0,0,lunch
0.0,3.6,357.0,794,143.0,161.0,USDA,"PLAIN LIGHT & CRISPY PANKO BREAD CRUMBS, PLAIN",75.0,0.0,7.14,10.71,Other,American,0.0,0,0,0,1,1,1,lunch
3.57,10.7,357.0,795,964.0,0.0,USDA,"SEASONED SALT FREE BREAD CRUMBS, SEASONED",75.0,0.0,3.57,10.71,Other,American,0.0,1,1,0,1,1,1,lunch
5.36,7.1,357.0,796,250.0,2071.0,USDA,"SEASONED WITH PECORINO ROMANO CHEESE BREAD CRUMBS, SEASONED",64.29,0.0,7.14,14.29,Other,American,1.79,0,0,0,0,1,0,lunch
0.0,0.0,300.0,797,0.0,8000.0,USDA,"SAVORY HERB CHICKEN SEASONING MIX, SAVORY HERB CHICKEN",60.0,0.0,20.0,0.0,Other,American,0.0,0,0,0,0,0,0,lunch
0.0,20.0,300.0,798,0.0,8000.0,USDA,"ORIGINAL CHILI SEASONING MIX, ORIGINAL CHILI",60.0,0.0,0.0,0.0,Other,American,0.0,1,0,0,0,1,1,lunch
11.0,1.0,160.0,799,0.0,160.0,USDA,COLE SLAW,15.0,10.0,13.0,1.0,Other,American,2.5,0,0,0,0,1,1,lunch
13.33,17.8,444.0,800,2089.0,489.0,USDA,"WASABI DRY ROASTED EDAMAME, WASABI",35.56,0.0,0.0,44.44,Other,American,2.22,1,0,0,0,1,1,dinner
0.0,0.0,30.0,801,0.0,212.0,USDA,"HOT PREMIUM SALSA, HOT",6.06,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
30.3,3.0,515.0,802,0.0,91.0,USDA,"TURTLES BRAND CARAMEL NUT CLUSTERS, ORIGINAL",60.61,9.0,45.45,6.06,Other,American,12.12,0,1,0,0,1,1,snack
32.14,10.7,536.0,803,1143.0,411.0,USDA,"ORIGINAL SEA SALT, PARSNIP, TARO, SWEET POTATO, YUCA, BATATA REAL VEGETABLE CHIPS, ORIGINAL",57.14,0.0,7.14,3.57,Other,American,1.79,0,0,0,0,1,1,snack
2.63,5.3,316.0,804,37.0,6474.0,USDA,"SOUTHWESTERN STYLE CHILI MIX, SOUTHWESTERN STYLE",63.16,0.0,31.58,5.26,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.9,17.0,805,0.0,339.0,USDA,SLICED MUSHROOMS,2.61,0.0,0.87,1.74,Other,American,0.0,0,0,0,0,1,1,lunch
25.0,3.6,500.0,806,0.0,821.0,USDA,"CRUNCHY CRINKLE FRIES, CHEDDAR CHEESE, CHEDDAR CHEESE",57.14,0.0,7.14,7.14,Other,American,3.57,0,0,0,0,1,0,lunch
28.57,10.7,536.0,807,929.0,161.0,USDA,"SWEETS & CARROTS REAL VEGETABLE CHIPS, SWEETS & CARROTS",57.14,0.0,17.86,3.57,Other,American,1.79,0,0,0,1,1,1,snack
4.55,0.0,409.0,808,0.0,1182.0,USDA,"SHOPRITE, POPPED CORN CAKES, WHITE CHEDDAR, WHITE CHEDDAR",81.82,0.0,9.09,9.09,Other,American,0.0,0,0,0,0,1,1,lunch
1.15,0.8,31.0,809,0.0,508.0,USDA,TOMATILLOS,3.85,0.0,1.54,1.54,Other,American,0.0,0,0,0,0,1,1,lunch
30.0,0.0,400.0,810,0.0,1800.0,USDA,"PARMESAN GRATED CHEESE, PARMESAN",0.0,100.0,0.0,40.0,Other,American,20.0,0,0,0,0,1,0,lunch
16.0,10.0,360.0,811,260.0,400.0,USDA,"GLUTEN - FREE CHUNKY CHOCOLATE CHIP FLAX MUFFINS, CHUNKY CHOCOLATE CHIP",46.0,0.0,26.0,10.0,Other,American,3.0,0,0,0,0,1,1,snack
15.6,0.0,234.0,812,206.0,64.0,USDA,"SMALL BATCH BOURBON VANILLA ICE CREAM, SMALL BATCH BOURBON VANILLA",19.86,64.0,19.15,4.26,Other,American,9.93,0,1,0,0,1,0,lunch
13.15,4.7,244.0,813,0.0,324.0,USDA,"TOFURKY, QUICHE VEGAN SAUSAGE & VEGGIE",20.19,0.0,1.88,10.8,Other,American,5.16,1,0,1,0,0,0,breakfast
12.31,4.6,277.0,814,0.0,369.0,USDA,VEGAN FISH FILLET,30.77,0.0,4.62,12.31,Other,American,1.54,1,0,0,0,0,0,lunch
28.12,3.1,469.0,815,0.0,906.0,USDA,"ORGANIC MINI BITE SIZE SANDWICH CRACKERS, CHEDDAR CHEESE, CHEDDAR CHEESE",53.12,16.0,9.38,6.25,Other,American,9.38,0,0,0,0,1,0,snack
16.67,6.7,467.0,816,300.0,300.0,USDA,"ROSEMARY & OLIVE OIL MULTI-SEED CRACKERS WITH SESAME, QUINOA, FLAX, AMARANTH SEEDS, ROSEMARY AND OLIVE OIL FOR A MEDITERRANEAN TASTE, ROSEMARY & OLIVE OIL",70.0,0.0,0.0,10.0,Other,American,1.67,1,0,0,0,1,1,snack
25.0,7.1,464.0,817,214.0,250.0,USDA,"SWEET POTATO MULTIGRAIN TORTILLA CHIPS, SWEET POTATO",57.14,0.0,0.0,7.14,Other,American,1.79,1,0,0,1,1,1,snack
11.36,0.0,409.0,818,0.0,205.0,USDA,"ANGELICA GOODIES COOKIES, ANGELICA GOODIES",72.73,55.0,27.27,4.55,Other,American,4.55,0,0,0,0,1,1,snack
19.35,3.2,484.0,819,0.0,355.0,USDA,"BISCOTTI ITALIAN COOKIES, APRICOT ALMOND, APRICOT ALMOND",64.52,81.0,32.26,9.68,Other,American,9.68,0,0,0,0,1,1,snack
12.9,3.2,387.0,820,0.0,371.0,USDA,"ROMAN EGG BISCUITS COFFEE TREATS COOKIES, ROMAN EGG",64.52,16.0,22.58,6.45,Other,American,6.45,0,0,0,0,1,0,snack
14.52,0.0,452.0,821,0.0,403.0,USDA,"BISCOTTI, BLUEBERRY LEMON, BLUEBERRY LEMON",70.97,81.0,32.26,6.45,Other,American,8.06,0,0,0,0,1,1,lunch
10.57,0.9,194.0,822,106.0,247.0,USDA,"TRUFFLE PARMESAN MAC & CHEESE TUBETTI PASTA AND CREAMY TRUFFLE PARMESAN CHEDDAR CHEESE SAUCE-ALL TOPPED WITH INSANELY TASTY PANKO BREADCRUMBS, TRUFFLE PARMESAN MAC & CHEESE",19.38,26.0,2.2,5.73,Other,American,5.29,0,0,0,0,1,0,dinner
12.9,3.2,452.0,823,0.0,387.0,USDA,"ANIMAL COOKIES, CARAMEL",74.19,32.0,29.03,3.23,Other,American,6.45,0,0,0,0,1,1,snack
10.34,10.3,259.0,824,224.0,466.0,USDA,"ANCIENT GRAIN OMEGA FLAX & FIBER BREAD, OMEGA FLAX & FIBER",41.38,0.0,5.17,8.62,Other,American,0.86,0,0,0,0,1,1,lunch
0.38,3.8,77.0,825,238.0,231.0,USDA,PINTO BEANS,13.08,0.0,0.0,3.85,Other,American,0.0,1,0,1,1,1,1,lunch
0.0,0.0,17.0,826,167.0,667.0,USDA,SAUERKRAUT,3.33,0.0,3.33,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
35.71,0.0,393.0,827,0.0,679.0,USDA,"SHARP CHEDDAR SLICED CHEESE, SHARP CHEDDAR",3.57,107.0,0.0,25.0,Other,American,21.43,0,0,0,0,1,0,lunch
3.57,0.0,125.0,828,0.0,732.0,USDA,SLICED UNCURED TURKEY HAM,3.57,62.0,3.57,17.86,Other,American,0.89,0,0,0,0,0,0,lunch
32.14,0.0,393.0,829,0.0,643.0,USDA,"RAW CHEDDAR ORGANIC CHEESE, RAW CHEDDAR",3.57,107.0,0.0,21.43,Other,American,17.86,0,0,0,0,1,0,lunch
30.0,0.0,400.0,830,200.0,2000.0,USDA,"GRATED PARMESAN & ROMANO CHEESE, PARMESAN & ROMANO",0.0,100.0,0.0,40.0,Other,American,20.0,0,0,0,0,1,0,lunch
0.0,1.8,22.0,831,64.0,195.0,USDA,"PIECES & STEMS MUSHROOMS, PIECES & STEMS",3.54,0.0,0.88,1.77,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,7.1,214.0,832,0.0,304.0,USDA,"HONEY WHEAT WITH RAISINS SPROUTED MASH BREAD, HONEY WHEAT WITH RAISINS",42.86,0.0,14.29,10.71,Other,American,0.0,0,0,0,0,1,0,lunch
10.71,0.0,196.0,833,0.0,768.0,USDA,SMOKED FRESH TURKEY KIELBASA,1.79,71.0,0.0,21.43,Other,American,2.68,0,0,0,0,0,0,lunch
78.57,0.0,714.0,834,0.0,714.0,USDA,SOFT MARGARINE,0.0,0.0,0.0,0.0,Other,American,7.14,0,0,0,0,1,1,lunch
0.0,0.0,333.0,835,0.0,0.0,USDA,ENRICHED EXTRA LONG GRAIN RICE,77.78,0.0,0.0,6.67,Other,American,0.0,0,1,0,0,1,1,dinner
1.72,1.4,90.0,836,0.0,717.0,USDA,"SHRIMP WONTON SOUP, SHRIMP WONTON",11.72,21.0,0.69,6.21,Other,American,0.0,0,0,0,0,1,1,lunch
2.38,4.8,143.0,837,167.0,56.0,USDA,"STRAWBERRY FRECKLED YOGURT BAR, STRAWBERRY",30.16,8.0,20.63,3.17,Other,American,1.59,0,1,0,1,1,0,snack
8.97,2.6,179.0,838,0.0,147.0,USDA,"ALMOND DREAM, NON-DAIRY FROZEN DESSERT, PRALINE CRUNCH, PRALINE CRUNCH",25.64,0.0,19.23,1.28,Other,American,1.28,0,0,0,1,1,1,lunch
8.97,2.6,179.0,839,0.0,218.0,USDA,"ALMOND DREAM, NON-DAIRY FROZEN DESSERT, VANILLA, VANILLA",23.08,0.0,15.38,1.28,Other,American,1.28,0,0,0,1,1,1,lunch
0.88,1.8,140.0,840,105.0,702.0,USDA,"BACON SEITAN IN STRIPS, BACON",8.77,0.0,0.0,26.32,Other,American,0.0,0,0,0,0,0,0,lunch
15.6,1.4,255.0,841,199.0,74.0,USDA,"BROOKLYN BLACKOUT CAKE ICE CREAM, BROOKLYN BLACKOUT CAKE",27.66,57.0,23.4,4.26,Other,American,9.93,0,1,0,0,1,0,lunch
15.56,0.0,256.0,842,108.0,33.0,USDA,"MINT CHIP ICE CREAM, MINT CHIP",25.56,39.0,21.11,3.33,Other,American,10.0,0,1,0,0,1,0,snack
14.18,0.0,248.0,843,191.0,227.0,USDA,"SALTY CARAMEL ICE CREAM, SALTY CARAMEL",26.24,57.0,22.7,4.26,Other,American,9.22,0,0,0,0,1,0,lunch
13.48,0.0,225.0,844,106.0,79.0,USDA,"SALTED CARAMEL ICE CREAM, SALTED CARAMEL",25.84,45.0,22.47,2.25,Other,American,8.99,0,1,0,0,1,0,lunch
16.67,0.0,433.0,845,267.0,350.0,USDA,"CHOCOLATE CHIP CRUNCHY COOKIES, CHOCOLATE CHIP",70.0,0.0,36.67,6.67,Other,American,5.0,0,0,0,0,1,1,snack
20.59,2.9,441.0,846,0.0,74.0,USDA,DARK SALT CARAMEL,70.59,29.0,52.94,5.88,Other,American,11.76,0,1,0,0,1,1,lunch
0.0,39.5,184.0,847,0.0,53.0,USDA,BLACK BEANS,60.53,0.0,2.63,23.68,Other,American,0.0,1,1,0,1,1,1,lunch
3.33,0.0,100.0,848,93.0,40.0,USDA,"APRICOT MANGO ON THE BOTTOM WHOLE MILK YOGURT, APRICOT MANGO",15.33,13.0,12.67,2.67,Other,American,1.67,0,1,0,0,1,0,snack
4.24,1.4,85.0,849,200.0,307.0,USDA,"EGGPLANT PARMIGIANA, EGGPLANT",7.77,11.0,2.47,5.3,Other,American,2.12,0,0,0,0,1,0,breakfast
8.77,1.8,351.0,850,0.0,614.0,USDA,"THIN & CRISPY GLUTEN FREE PIZZA CRUSTS, THIN & CRISPY",59.65,0.0,8.77,7.02,Other,American,0.0,0,0,0,0,1,1,lunch
2.35,1.2,118.0,851,106.0,271.0,USDA,"VEGETABLE EGG ROLLS FILLED WITH FRESH VEGETABLES, VEGETABLE",23.53,6.0,3.53,2.35,Other,American,0.0,0,0,0,0,1,0,breakfast
4.55,3.5,172.0,852,227.0,242.0,USDA,THE SANTA CRUZ BURRITO,23.23,13.0,1.01,9.09,Other,American,2.53,1,0,1,0,1,1,lunch
93.33,0.0,800.0,853,0.0,0.0,USDA,"TRADITIONAL MEDITERRANEAN EXTRA VIRGIN OLIVE OIL, TRADITIONAL MEDITERRANEAN",0.0,0.0,0.0,0.0,Other,American,13.33,0,1,0,0,1,1,lunch
6.56,4.1,123.0,854,0.0,402.0,USDA,REFRIED BLACK BEANS,12.3,0.0,0.82,3.28,Other,American,1.23,1,0,1,0,1,1,lunch
6.61,4.1,116.0,855,0.0,405.0,USDA,REFRIED PINTO BEANS,10.74,0.0,0.0,4.13,Other,American,1.24,1,0,1,0,1,1,lunch
0.83,6.7,75.0,856,0.0,417.0,USDA,WHOLE PINTO BEANS,15.83,0.0,1.67,5.0,Other,American,0.0,1,0,1,0,1,1,lunch
1.92,5.4,85.0,857,231.0,392.0,USDA,REFRIED BEANS,12.31,0.0,0.77,4.62,Other,American,0.77,1,0,1,0,1,1,lunch
0.5,3.1,69.0,858,0.0,408.0,USDA,"PINTO BEANS WITH CHIPOTLE, CHIPOTLE",13.08,0.0,0.77,4.62,Other,American,0.0,1,0,1,0,1,1,snack
0.0,5.4,69.0,859,246.0,346.0,USDA,PINTO BEANS,13.08,0.0,0.77,4.62,Other,American,0.0,1,0,1,0,1,1,lunch
1.92,5.4,85.0,860,228.0,392.0,USDA,REFRIED BEANS,12.31,0.0,0.77,4.62,Other,American,0.77,1,0,1,0,1,1,lunch
28.57,0.0,381.0,861,48.0,310.0,USDA,"SWISS CHEESE DELI SLICES, SWISS",4.76,95.0,0.0,28.57,Other,American,16.67,0,0,0,0,1,0,lunch
5.0,0.0,200.0,862,50.0,150.0,USDA,CREAM OF COCONUT,40.0,0.0,35.0,0.0,Other,American,5.0,0,0,0,0,1,0,snack
10.26,0.0,179.0,863,0.0,58.0,USDA,"PINEAPPLES & SHAVED COCONUT WITH FRESH CREAM BARS, PINEAPPLES & SHAVED COCONUT",21.79,38.0,20.51,1.28,Other,American,6.41,0,1,0,0,1,0,snack
12.82,1.3,179.0,864,0.0,51.0,USDA,"RASPBERRIES & BLUEBERRIES WITH FRESH CREAM POPS, RASPBERRIES & BLUEBERRIES WITH FRESH CREAM",16.67,45.0,15.38,1.28,Other,American,7.69,0,1,0,0,1,0,lunch
8.97,1.3,167.0,865,0.0,51.0,USDA,"SUMMER STRAWBERRIES WITH FRESH CREAM BARS, SUMMER STRAWBERRIES",20.51,32.0,19.23,1.28,Other,American,5.77,0,1,0,0,1,0,snack
0.0,0.0,143.0,866,0.0,24286.0,USDA,"BEEF INSTANT BOUILLON POWDER, BEEF",28.57,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,0,0,lunch
0.0,0.0,200.0,867,0.0,500.0,USDA,"SWEET HONEY MUSTARD, SWEET HONEY",40.0,0.0,20.0,0.0,Other,American,0.0,0,0,0,0,1,0,lunch
4.1,1.6,361.0,868,115.0,1016.0,USDA,"BUTTERMILK COMPLETE PANCAKE MIX, BUTTERMILK",70.49,25.0,13.11,9.84,Other,American,0.0,0,0,0,0,1,0,breakfast
0.0,4.5,364.0,869,1591.0,91.0,USDA,MASHED POTATOES,81.82,0.0,0.0,9.09,Other,American,0.0,1,1,0,1,1,1,lunch
28.57,0.0,500.0,870,0.0,857.0,USDA,"ROMANO GOURMET CUT CROUTONS, ROMANO",57.14,0.0,0.0,14.29,Other,American,0.0,0,0,0,0,1,1,lunch
25.0,0.0,300.0,871,0.0,700.0,USDA,SEMISOFT CHEESES,0.0,75.0,0.0,25.0,Other,American,15.0,0,0,0,0,1,0,lunch
32.14,0.0,393.0,872,0.0,714.0,USDA,"NEW YORK EXTRA SHARP CHEDDAR CHEESE, NEW YORK EXTRA SHARP CHEDDAR",3.57,107.0,0.0,25.0,Other,American,0.0,0,0,0,0,1,0,lunch
28.57,0.0,357.0,873,0.0,679.0,USDA,"MUENSTER CHEESE, MUENSTER",0.0,89.0,0.0,21.43,Other,American,17.86,0,0,0,0,1,0,lunch
28.57,0.0,357.0,874,0.0,821.0,USDA,"GOUDA CHEESE, GOUDA",3.57,107.0,3.57,25.0,Other,American,17.86,0,0,0,0,1,0,lunch
18.33,0.8,300.0,875,208.0,21.0,USDA,"ORGANIC INFINITE COCONUT 100% PLANT BASED DAIRY-FREE FROZEN DESSERT, INFINITE COCONUT",15.83,0.0,13.33,1.67,Other,American,16.67,0,1,0,0,1,1,snack
14.4,1.6,208.0,876,376.0,60.0,USDA,"ORGANIC DARK CHOCOLATE 100% PLANT BASED DAIRY-FREE FROZEN DESSERT, DARK CHOCOLATE",20.0,0.0,14.4,2.4,Other,American,12.8,0,1,0,0,1,1,lunch
17.21,0.8,221.0,877,197.0,20.0,USDA,"ORGANIC MADAGASCAN VANILLA BEAN 100% PLANT BASED DAIRY-FREE FROZEN DESSERT, MADAGASCAN VANILLA BEAN",15.57,0.0,13.11,1.64,Other,American,14.75,0,1,0,0,1,1,lunch
19.35,1.6,242.0,878,210.0,20.0,USDA,"ORGANIC MINT CHIP GALACTICA 100% PLANT BASED DAIRY-FREE FROZEN DESSERT, MINT CHIP GALACTICA",17.74,0.0,13.71,1.61,Other,American,16.94,0,1,0,0,1,1,snack
15.32,0.8,210.0,879,177.0,16.0,USDA,"ORGANIC SWEET CHERRY AMARETTO 100% PLANT BASED DAIRY-FREE FROZEN DESSERT, SWEET CHERRY AMARETTO",16.13,0.0,13.71,1.61,Other,American,13.71,0,1,0,0,1,1,lunch
17.21,0.8,221.0,880,221.0,20.0,USDA,"ORGANIC COLD BREW COFFEE 100% PLANT BASED DAIRY-FREE FROZEN DESSERT, COLD BREW COFFEE",15.57,0.0,13.11,1.64,Other,American,14.75,0,1,0,0,1,1,lunch
