exercise_id,name,type,body_part,equipment,level,description,type_Strength,type_Cardio,type_Flexibility,body_part_Chest,body_part_Back,body_part_Legs,body_part_Arms,body_part_Shoulders,body_part_Abdominals,body_part_Full Body,body_part_Other,equipment_None,equipment_Bands,equipment_Barbell,equipment_Dumbbell,equipment_Machine,difficulty,is_compound,cardio_intensity,injury_risk,rating_norm
1373,Moving Claw Series,Strength,Legs,None,Intermediate,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.7604166666666666
1374,Lying groin stretch with band,Flexibility,Legs,None,Intermediate,"The lying groin stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.6979166666666667
1375,90/90 Hamstring,Flexibility,Legs,None,Beginner,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.2,0.5208333333333334
1376,World's greatest stretch,Flexibility,Legs,None,Intermediate,"The world's greatest stretch is a popular movement that earned its name because it targets multiple parts of the body, including the hips, shoulders, and thoracic spine, in a single sequence. This makes it a great dynamic warm-up, post-workout stretch, or mobility work you can do anytime.",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.45833333333333337
1377,The Straddle,Flexibility,Legs,None,Intermediate,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.4479166666666667
1378,Prone Manual Hamstring,Strength,Legs,None,Intermediate,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1379,Knee To Chest,Flexibility,Legs,None,Beginner,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.2,0.0
1380,Hurdle Hops,Strength,Legs,None,Intermediate,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1381,Hip Stretch With Twist,Flexibility,Legs,None,Beginner,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.2,0.0
1382,Linear 3-Part Start Technique,Strength,Legs,None,Intermediate,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1383,Alternating Leg Swing,Flexibility,Legs,None,Beginner,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.2,0.0
1384,Single-leg balance and reach,Flexibility,Legs,None,Beginner,The single-leg balance and reach is an exercise that focuses on lower-body strength and stability.,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.2,0.0
1385,High Kick,Flexibility,Legs,None,Beginner,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.2,0.0
1386,Boss Everline 10-Yard Sprints,Strength,Legs,None,Intermediate,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.7,0.2,0.0
1387,Standing hamstring stretch,Flexibility,Legs,None,Intermediate,"The standing hamstring stretch is an exercise that stretches the hamstrings, the muscles that cover the back of the thighs. It involves looping a band around one foot and then pulling it, which produces an intense stretch in the hamstrings. It can be performed prior to training the lower body or playing sports, or as a restorative stretch anytime.",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1388,Reverse lunge,Flexibility,Legs,None,Intermediate,"The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more emphasis on the glutes than other lunge variations.",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1389,HM Alternating Cross Lunge,Strength,Legs,None,Intermediate,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1390,HM Alternating Front Kick,Strength,Legs,None,Intermediate,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1391,HM World's Greatest Stretch,Flexibility,Legs,None,Intermediate,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1392,HM Alternating Sprawl Kick-Through,Strength,Legs,None,Intermediate,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1393,HM Alternating Step-Back,Strength,Legs,None,Intermediate,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1394,HM Alternating Step-Up With Chair,Strength,Legs,None,Intermediate,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1395,HM Right Knee-Up,Strength,Legs,None,Intermediate,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1396,HM Low Lunge With External Twist,Strength,Legs,None,Intermediate,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1397,HM Ninja Crawl,Strength,Legs,None,Intermediate,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1398,HM Pigeon Stretch,Strength,Legs,None,Intermediate,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1399,Single-Leg Deadlift Walk,Strength,Legs,None,Intermediate,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0.0,0.6,0.0
1400,Total Fitness Hamstring Slide,Strength,Legs,None,Intermediate,"The hamstring slide is a bodyweight exercise targeting the hamstrings. Lying supine on a smooth surface, you bend your knees to pull both heels toward you. The sliding action requires a pad, cloth, or furniture sliders under the heel. These are considered more difficult than exercise ball hamstring curls, and are a great primer movement before heavy squats or deadlifts, or as an accessory movement later in a lower-body workout.",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1401,30 Legs Walking Lunge,Strength,Legs,None,Intermediate,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1402,Glute ham raise-,Strength,Legs,None,Beginner,"The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD, or glute ham developer bench. The unassisted version of the movement requires serious hamstring strength, so it is more common to see versions that use a band or PVC pipe for assistance. It is commonly performed as an accessory movement for heavy barbell lifts. While a single rep may be a struggle at first, with time, strong athletes can build up to doing them for 8-12 reps per set.",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.2,0.9479166666666666
1403,Lying hamstring stretch with band,Flexibility,Legs,None,Beginner,"The lying hamstring stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.2,0.6145833333333334
1404,Upper Back-Leg Grab,Flexibility,Legs,None,Beginner,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.2,0.5625000000000001
1405,Seated Hamstring,Flexibility,Legs,None,Beginner,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.2,0.5520833333333334
1406,Alternating lunge jump,Flexibility,Legs,None,Beginner,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.7,0.2,0.43750000000000006
1407,Runner's Stretch,Flexibility,Legs,None,Intermediate,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.7,0.2,0.375
1408,Exercise ball leg curl,Strength,Legs,None,Intermediate,"The exercise ball leg curl is an exercise targeting the hamstrings. In particular, it targets the knee flexion function of the hamstrings, as opposed to deadlift variations, which target the other hamstring function, hip flexion. Many lifters opt for this exercise when they don't have access to a lying leg curl machine, but it is worth considering even if you already do machine curls.",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.9166666666666667
1409,Ball Hamstring Hat Trick,Strength,Legs,None,Intermediate,"The exercise ball leg curl is an exercise targeting the hamstrings. In particular, it targets the knee flexion function of the hamstrings, as opposed to deadlift variations, which target the other hamstring function, hip flexion. Many lifters opt for this exercise when they don’t have access to a lying leg curl machine, but it is worth considering even if you already do machine curls.",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1410,Band-assisted pull-up,Strength,Back,Bands,Intermediate,"The band-assisted pull-up is a variation of the pull-up exercise in which the reps are performed with an elastic band looped around the feet or knees. This reduces weight and resistance at the bottom of the rep, while increasing it toward the top. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, and is often used as a way to help people boost their pull-up numbers or perform their first rep.",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0.0,0.2,0.7916666666666666
1411,Assisted Chin-Up,Strength,Back,Bands,Beginner,"The reverse-grip chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing toward the body, in an underhand position, with a band looped around the feet or knees. This reduces weight and resistance at the bottom of the rep, while increasing it toward the top. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, but it utilizes the biceps slightly more than overhand band-assisted pull-ups.",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.2,0.0
1412,UN Band Assisted Pull-up Pronated,Strength,Back,Bands,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0.0,0.2,0.0
1413,UN Band Assisted Pull-up Neutral,Strength,Back,Bands,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0.0,0.2,0.0
1414,UN Band Assisted Pull-up Supinated,Strength,Back,Bands,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0.0,0.2,0.0
1415,FYR2 Monster Band Face-Pull Hold,Strength,Back,Bands,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.2,0.0
1416,Single-arm band low row,Strength,Back,Bands,Intermediate,"The single-arm band low row is a single-arm row variation utilizing a band for resistance that is anchored low. It targets the muscles of the middle back, like the lats (latissimus dorsi) and rhomboids, but also the core. It is usually performed for moderate to high reps, at least 8-15 reps per set, in the later stages of a back or upper-body workout.",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0.7,0.2,0.0
1417,Latissimus dorsi SMR,Flexibility,Back,None,Intermediate,"Latissimus dorsi self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the lat muscles of the mid back, some people find they can cause this often painful and tight area to relax or ""release."" Latissimus dorsi SMR is often accompanied by SMR on the pectorals or rhomboids, or by stretches that target the lats.",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.48958333333333337
1418,Bent-arm barbell pull-over,Strength,Back,Barbell,Intermediate,"The bent-arm barbell pull-over was a staple exercise of the ""Golden Era"" of bodybuilding and a favorite of Arnold Schwarzenegger himself. Done properly, the exercise targets the pecs, lats, and serratus anterior muscles. Old-school bodybuilders would perform them with light weights for sets of 20 between sets of heavy 20-rep squats, but pull-overs are more popular today in moderate rep ranges, such as 8-12 reps per set, as part of an upper-body workout.",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0.0,0.2,0.8333333333333334
1419,Barbell pull-over to press,Strength,Back,Barbell,Beginner,"The barbell pull-over to press is a complex that combines two popular exercises into one sequence that works much of the upper body, particularly the chest, triceps, and serratus anterior muscles. It is commonly performed with an EZ-bar, but can also be performed with a straight bar or neutral-grip bar. Because the pull-over will determine the amount of weight you can use, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body portion of a workout.",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.2,0.0
1420,Single-arm barbell bent-over row,Strength,Back,Barbell,Intermediate,"The single-arm barbell bent-over row is a barbell exercise focused on the muscles of the middle back, such as the lats (latissimus dorsi) and rhomboids. It also targets the biceps and grip. If the loose end of the barbell moves around, it can be secured by placing it in the corner of a room.",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0.7,0.2,0.0
1421,Reverse Barbell Row,Strength,Back,Barbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0.7,0.2,0.0
1422,Side kick-through to kettlebell high pull,Strength,Back,Dumbbell,Intermediate,"The side kick-through to kettlebell high pull is a combination of a popular bodyweight exercise and an explosive kettlebell movement. Between them, the pairing targets the traps, shoulders, core, hips, hamstrings, and glutes. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
1423,FYR2 Alternating Kettlebell Snatch,Strength,Back,Dumbbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.0,0.6,0.0
1424,FYR2 Alternating Kettlebell Swing,Strength,Back,Dumbbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
1425,FYR2 American Kettlebell Swing,Strength,Back,Dumbbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
1426,FYR2 Double-Kettlebell Standing Clean,Strength,Back,Dumbbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.0,0.2,0.0
1427,FYR2 Kettlebell Swing High Pull,Strength,Back,Dumbbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
1428,FYR2 Kettlebell Swing-Clean-Press Combo,Strength,Back,Dumbbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.0,0.2,0.0
1429,FYR2 Kettlebell Swing-Clean-Press-Row Combo,Strength,Back,Dumbbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
1430,FYR2 Single-Arm Kettlebell Clean,Strength,Back,Dumbbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.0,0.2,0.0
1431,FYR2 Single-Arm Kettlebell Swing,Strength,Back,Dumbbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
1432,PJR pull-over-,Strength,Back,Dumbbell,Intermediate,"The PJR pull-over is a triceps-focused version of the pull-over exercise, usually performed on either a flat or slightly inclined bench. The low position of the movement stretches the triceps—particularly the long head of the muscle—while the top position is a triceps press that contracts all three heads. It can be done in any type of strength or muscle-focused workout, in traditional muscle-building rep ranges, such as 8-12 reps, or for higher reps.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
1433,Dumbbell seal row,Strength,Back,Dumbbell,Intermediate,"The dumbbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus dorsi) and rhomboids. It can be performed on a special elevated bench, on a bench placed on top of boxes or benches, or on a bench with a slight incline. The higher the bench, the greater the range of motion and stretch at the bottom of the movement. It is usually performed as an assistance movement for back strength and muscle growth, in rep ranges of 8-12 reps per set or higher.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
1434,Incline Dumbbell Row - Gethin Variation,Strength,Back,Dumbbell,Intermediate,The incline dumbbell row is an upper body isolation exercise targeting the lower lats and upper back muscles.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
1435,FYR Bent-Over Dumbbell Row,Strength,Back,Dumbbell,Intermediate,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
1436,Straight-Arm Dumbbell Pull-Over - Gethin Variation,Strength,Back,Dumbbell,Intermediate,"The straight-arm dumbbell pull-overpull-over was a staple exercise of the Golden Era of bodybuilding and a favorite of Arnold Schwarzenegger himself. Done properly, the exercise hits the bottom of the pecs, the lats, the abs, and the triceps.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
1437,Bent-Over Dumbbell Row - Gethin Variation,Strength,Back,Dumbbell,Intermediate,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
1438,Bent-over dumbbell rear delt fly,Strength,Back,Dumbbell,Intermediate,"The bent-over dumbbell rear delt fly is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
1439,Band Resisted Dumbbell Row,Strength,Back,Dumbbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
1440,Holman Right Arm Weighted Half Jack,Strength,Back,Dumbbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
1441,Holman Left Arm Weighted Half Jack,Strength,Back,Dumbbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
1442,Holman Renegade Row,Strength,Back,Dumbbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
1443,Holman Renegade Row with Opposite Foot Step-Out,Strength,Back,Dumbbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
1444,Holman Renegade Row to Weighted Burpee,Strength,Back,Dumbbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.8999999999999999,0.2,0.0
1445,Holman Weighted Double-Arm Cross Punch,Strength,Back,Dumbbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
1446,Holman Standing Flat Back Row,Strength,Back,Dumbbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
1447,Total Fitness Dumbbell Isometric Row Hold,Strength,Back,Dumbbell,Intermediate,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
1448,Dumbbell renegade row,Strength,Back,Dumbbell,Intermediate,"The dumbbell renegade row combines rowing and core training into a single difficult movement. It's popular in time-efficient strength and muscle-building workouts, as well as in circuit-style training.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
1449,MetaBurn Bent-Over Row to Rear-Delt Raise,Strength,Back,Dumbbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
1450,FYR2 Bent-Over Reverse Fly,Strength,Back,Dumbbell,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
1451,Weighted pull-up,Strength,Back,None,Intermediate,"The weighted pull-up is a more advanced variation of the pull-up exercise in which the lifter adds extra weight to their body. Options for adding weight include a dip belt, weighted vest, chains, a dumbbell placed between the feet or legs, or looping a kettlebell over the foot. Like other pull-up variations, the weighted pull-up builds strength and muscle in the upper back, biceps, and core.",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0.0,0.2,0.9895833333333334
1452,Rocky Pull-Ups/Pulldowns,Strength,Back,None,Beginner,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0.2,0.9375
1453,Gironda Sternum Chins,Strength,Back,None,Beginner,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.2,0.8854166666666667
1454,Floor rope climb,Strength,Back,None,Beginner,"The floor rope climb is an exercise that involves performing partial rope climbs in a prone position with the feet on the floor. It can help prepare someone for full rope climbs, but also trains the muscles of the back, biceps, and grip. It can be done for time or reps.",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.2,0.7291666666666667
1455,Overhead Lat,Flexibility,Back,None,Beginner,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.2,0.10416666666666667
1456,Around-the-world pull-up,Strength,Back,None,Beginner,"The around-the-world pull-up is a more advanced version of the classic pull-up. It focuses stress more directly on the individual arms or sides of the back, while also boosting the time under tension at the top of each rep. It can be used as a progression toward a one-arm pull-up, or simply as a way to increase the challenge and variety of your pull-up training.",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0.2,0.0
1457,L-sit chin-up,Strength,Back,None,Beginner,"The L-sit chin-up is an exercise targeting the back, biceps, core, and overall upper-body strength. It is considered significantly more difficult than standard chin-ups, and as such, is often performed for relatively low reps, such as 5-8 reps per set or less, with a focus on strength and form.",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.2,0.0
1458,Back Flyes - Gethin Variation,Strength,Back,None,Intermediate,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1459,Incline straight-arm pull-over,Strength,Back,None,Intermediate,"The incline straight-arm pull-over is an upper-body exercise targeting the chest and lats (latissimus dorsi). Performing it on an incline bench emphasizes the stretch on the chest in particular. If this movement causes pain in the front of the shoulders, perform it with a more limited range of motion or try pull-overs using a high cable stack instead. Pull-over variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of chest or back-focused upper-body training.",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1460,Machine high row,Strength,Back,None,Intermediate,"The machine high row is a machine-based exercise targeting the back muscles, including the lats, rhomboids, and middle and lower traps. It approximates the motion of a free-weight row, but uses a selectorized weight-stack or plate-loaded machine. Many such machines also allow you to choose between different grips and grip widths. Machine rows are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or back-focused portion of a workout.",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0.7,0.2,0.0
1461,AM T-Bar Row,Strength,Back,None,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0.7,0.2,0.0
1462,Assisted Single-Arm Pull-Up,Strength,Back,None,Expert,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,0.0,0.30000000000000004,0.0
1463,Assisted Single-Arm Chin-Up,Strength,Back,None,Expert,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0.0,0.30000000000000004,0.0
1464,Holman Renegade Punch-Under,Strength,Back,None,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
1465,Holman Renegade Row to Split Jump,Strength,Back,None,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0.8999999999999999,0.2,0.0
1466,Holman Dirty Dog to Renegade Row,Strength,Back,None,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0.7,0.2,0.0
1467,Holman Renegade Row to Side Punch to Forward Punch,Strength,Back,None,Intermediate,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0.7,0.2,0.0
1468,Standing dumbbell knee crunch,Strength,Back,None,Intermediate,"The standing dumbbell knee crunch is a great way to train the abs while standing up. Additionally, the deltoids are worked because the lifter holds a pair of dumbbells overhead throughout.",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0.7,0.2,0.0
1469,Close-grip pull-down,Strength,Back,Machine,Intermediate,"The close-grip pull-down is a variation on the lat pull-down that is performed with an overhand grip and the hands slightly closer than shoulder-width apart. This increases the range of motion beyond wider grips, and may increase the time under tension in each rep. This variation is usually performed for moderate to high reps as part of a back or upper-body workout.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0.0,0.2,0.9270833333333334
1470,Shotgun row,Strength,Back,Machine,Intermediate,"The shotgun row is a single-arm row variation utilizing a cable stack in a staggered stance. It targets the muscles of the middle back, like the lats (latissimus dorsi) and rhomboids, but also the core. It is usually performed for moderate to high-reps, at least 8-15 reps per set, in the later stages of a back or upper-body workout.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0.7,0.2,0.9270833333333334
1471,Close-Grip Front Lat Pulldown,Strength,Back,Machine,Intermediate,"The close-grip pull-down is a variation on the lat pull-down, acable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0.0,0.2,0.9166666666666667
1472,Straight-arm rope pull-down,Strength,Back,Machine,Intermediate,"The straight-arm rope pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine and a rope grip. It can either be performed in an athletic upright stance, or slightly bent over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, such as 8-15 reps or more.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0.0,0.2,0.90625
1473,Lat pull-down,Strength,Back,Machine,Intermediate,"The lat pull-down is a cable-based exercise that's ubiquitous in gyms around the world. This back builder is easy to learn and highly effective at building back size and strength. It's usually trained in moderate to high reps, such as 8-12 reps per set. If grip strength is a limitation, you can wear wrist straps.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0.0,0.2,0.8958333333333334
1474,Straight-Arm Pulldown,Strength,Back,Machine,Intermediate,"The straight-arm bar pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine. It can either be performed in an athletic upright stance, or slightly bent-over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, like 8-15 reps or above.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0.0,0.2,0.8645833333333335
1475,Single-arm kneeling lat pull-down,Strength,Back,Machine,Beginner,"The single-arm kneeling lat pull-down is a variation of the lat pull-down exercise performed one arm at a time, with the knees on the ground, rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.2,0.8645833333333335
